Zoning,LotArea,LotShape,LandContour,Neighborhood,BldgType,YearRemodel,ExterCond,Foundation,CentralAir,TotRmsAbvGrd,Fireplaces,GarageCars,TotalFullBath,TotalHalfBath,SaleCondition,HouseAge,ConstArea,QIndex,Price_sqft,log(SalePrice),SalePrice
RL,8125,IR1,Lvl,NAmes,1Fam,1971,TA,CBlock,Y,5,0,0.0,1.0,0.0,Normal,35,1716.0,16,51.282051282051285,11.385092093460344,88000
RL,7200,Reg,Lvl,NAmes,1Fam,1971,TA,CBlock,Y,5,0,2.0,1.0,1.0,Normal,35,1738.0,16,56.09896432681243,11.487607656985938,97500
RM,2760,Reg,Lvl,BrDale,TwnhsE,1973,TA,CBlock,Y,6,0,2.0,1.0,1.0,Normal,33,1617.0,30,65.24427952999382,11.566466231898259,105500
RM,2160,Reg,Lvl,BrDale,TwnhsE,1973,TA,CBlock,Y,7,1,2.0,1.0,1.0,Normal,33,2130.0,30,58.92018779342723,11.740061037553975,125500
RM,1953,Reg,Lvl,BrDale,Twnhs,1973,TA,CBlock,Y,5,0,1.0,1.0,1.0,Normal,33,1470.0,30,56.46258503401361,11.326595886778735,83000
RM,1890,Reg,Lvl,BrDale,Twnhs,1972,TA,CBlock,Y,6,0,1.0,1.0,1.0,Normal,34,1524.0,42,76.11548556430446,11.661345470088502,116000
RM,1680,Reg,Lvl,BrDale,Twnhs,1971,TA,CBlock,Y,7,0,0.0,1.0,1.0,Abnorml,35,1890.0,30,48.41269841269841,11.424094251263613,91500
RM,1680,Reg,Lvl,BrDale,Twnhs,1972,TA,CBlock,Y,7,0,1.0,1.0,2.0,Normal,34,1890.0,42,62.43386243386244,11.678439903447801,118000
RM,1680,Reg,Lvl,BrDale,Twnhs,1972,TA,CBlock,Y,5,0,1.0,1.0,1.0,Normal,34,1431.0,30,62.194269741439555,11.396391648714276,89000
RM,1680,Reg,Lvl,BrDale,Twnhs,1972,TA,CBlock,Y,6,0,1.0,1.0,1.0,Normal,34,1617.0,30,66.79035250463822,11.589886506106357,108000
RM,1680,Reg,Lvl,BrDale,Twnhs,1972,TA,CBlock,Y,5,1,1.0,1.0,1.0,Normal,34,1470.0,30,64.28571428571429,11.456355113481834,94500
RL,7514,Reg,Lvl,NAmes,1Fam,1975,TA,CBlock,Y,6,1,1.0,2.0,0.0,Normal,39,2330.0,35,62.23175965665236,11.884489021402711,145000
RL,7838,Reg,Lvl,NAmes,1Fam,1967,TA,CBlock,Y,6,1,1.0,2.0,0.0,Normal,39,1764.0,25,69.72789115646259,11.719939634354555,123000
RL,16387,IR1,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,11,1,3.0,3.0,1.0,Partial,0,4327.0,45,95.23526692858793,12.928980064352745,412083
RL,16259,Reg,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,9,0,3.0,3.0,1.0,Partial,0,3845.0,45,89.11391417425227,12.7444443677961,342643
RL,16163,Reg,Lvl,NridgHt,1Fam,2004,TA,PConc,Y,6,1,3.0,2.0,0.0,Normal,2,3236.0,40,77.87391841779976,12.437184366493561,252000
RL,13891,Reg,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,7,1,3.0,3.0,1.0,Partial,0,4152.0,50,111.99421965317919,13.049792684569493,465000
RL,12228,Reg,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,8,0,3.0,2.0,0.0,Partial,0,3461.0,35,84.6576134065299,12.587927887999204,293000
RL,14780,IR1,HLS,NridgHt,1Fam,2005,TA,PConc,Y,7,1,3.0,3.0,0.0,Normal,1,3736.0,45,111.0813704496788,12.936033799212835,415000
RL,16033,IR1,Lvl,NridgHt,1Fam,2005,TA,PConc,Y,8,1,3.0,3.0,0.0,Normal,2,3683.0,45,88.51479771925061,12.694652660348845,326000
RL,14215,IR1,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,9,1,3.0,3.0,1.0,Partial,1,3534.0,40,92.0486700622524,12.692503112461443,325300
RL,13418,Reg,Lvl,NridgHt,1Fam,2005,TA,PConc,Y,9,1,3.0,3.0,1.0,Normal,2,3569.0,40,86.57887363407117,12.641096555879882,309000
RL,13975,IR1,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,10,1,3.0,2.0,1.0,Partial,1,3296.0,45,91.01941747572816,12.611537753638338,300000
RL,10240,Reg,Lvl,NridgHt,1Fam,2005,TA,PConc,Y,8,1,3.0,2.0,1.0,Normal,1,3128.0,40,88.07544757033249,12.526342907575106,275500
RL,9942,IR1,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,8,1,2.0,3.0,1.0,Partial,1,3697.0,45,91.56072491209089,12.732279371334467,338500
RL,11924,IR1,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,11,2,3.0,4.0,0.0,Partial,1,3499.0,45,98.59959988568163,12.751299696013497,345000
RL,12867,IR1,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,8,1,2.0,2.0,1.0,Partial,1,3462.0,40,99.40294627383015,12.748783489541202,344133
RL,10672,IR1,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,10,1,3.0,2.0,1.0,Partial,0,3443.0,40,86.62097008422887,12.605640398372254,298236
RL,11643,IR1,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,10,1,3.0,3.0,1.0,Partial,1,3882.0,40,84.98196805770222,12.706544857216672,329900
RL,11065,IR1,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,8,1,3.0,2.0,1.0,Partial,0,3055.0,40,91.98036006546644,12.546109948315882,281000
RL,13758,IR1,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,6,1,3.0,3.0,0.0,Partial,1,3584.0,45,103.90541294642857,12.82771576849868,372397
RL,14828,IR1,Lvl,NridgHt,1Fam,2005,TA,PConc,Y,7,1,3.0,3.0,0.0,Normal,2,3560.0,45,106.17977528089888,12.842649474601725,378000
RL,11846,IR1,HLS,NridgHt,1Fam,2004,TA,PConc,Y,6,1,3.0,3.0,0.0,Normal,3,3584.0,45,104.35267857142857,12.832011076396668,374000
RL,10927,Reg,Lvl,NridgHt,1Fam,2005,TA,PConc,Y,8,1,2.0,3.0,1.0,Normal,1,2962.0,40,92.84267386900743,12.524526376648708,275000
RL,13215,IR1,Lvl,NridgHt,1Fam,2004,TA,PConc,Y,9,1,3.0,3.0,1.0,Normal,2,3334.0,40,83.68326334733054,12.538967060803502,279000
RL,7052,IR1,Lvl,NridgHt,TwnhsE,2005,TA,PConc,Y,6,1,2.0,3.0,0.0,Normal,1,2728.0,35,68.12683284457478,12.132695175725399,185850
RL,5911,Reg,Lvl,NridgHt,TwnhsE,2005,TA,PConc,Y,6,1,2.0,3.0,0.0,Normal,1,3125.0,45,90.4,12.551433829568632,282500
RL,6955,IR1,Lvl,NridgHt,TwnhsE,2006,TA,PConc,Y,6,1,2.0,2.0,0.0,Partial,1,2736.0,35,74.01315789473684,12.218495165528731,202500
RL,6792,IR1,Lvl,NridgHt,TwnhsE,2006,TA,PConc,Y,6,1,2.0,2.0,0.0,Partial,1,2736.0,35,74.0734649122807,12.219309648562168,202665
RL,7740,Reg,Lvl,NridgHt,TwnhsE,2006,TA,PConc,Y,6,1,3.0,3.0,0.0,Partial,0,3372.0,45,98.51720047449585,12.713492476161331,332200
RL,6373,Reg,Lvl,NridgHt,TwnhsE,2006,TA,PConc,Y,6,1,2.0,3.0,0.0,Partial,0,3332.0,45,93.0642256902761,12.644617856906528,310090
RL,3136,IR1,Lvl,NridgHt,TwnhsE,2003,TA,PConc,Y,6,1,2.0,2.0,0.0,Normal,3,2810.0,35,61.120996441281136,12.053795210084596,171750
RL,10237,Reg,Lvl,Gilbert,1Fam,2006,TA,PConc,Y,6,1,2.0,2.0,0.0,Partial,1,2632.0,30,64.58586626139818,12.043494890772815,169990
RL,10237,Reg,Lvl,Gilbert,1Fam,2006,TA,PConc,Y,8,1,2.0,2.0,1.0,Partial,1,2184.0,30,78.04029304029304,12.046138607613848,170440
RL,10237,Reg,Lvl,Gilbert,1Fam,2006,TA,PConc,Y,8,0,2.0,2.0,1.0,Partial,0,2230.0,35,76.22645739910314,12.043465476845318,169985
RL,17104,IR1,Lvl,Gilbert,1Fam,2006,TA,PConc,Y,7,1,2.0,3.0,1.0,Partial,0,2150.0,35,83.56511627906977,12.09884928474215,179665
RL,14054,IR1,Lvl,Gilbert,1Fam,2006,TA,PConc,Y,9,1,3.0,2.0,1.0,Partial,0,2742.0,35,79.945295404814,12.297785453453374,219210
RL,11660,IR1,Lvl,Gilbert,1Fam,2006,TA,PConc,Y,6,0,2.0,2.0,0.0,Partial,0,2652.0,30,65.68250377073906,12.067901936471507,174190
RL,15578,IR1,Lvl,Gilbert,1Fam,2006,TA,PConc,Y,8,0,2.0,2.0,1.0,Partial,0,2184.0,30,79.11401098901099,12.059803326028716,172785
RL,11631,IR1,Lvl,Gilbert,1Fam,2005,TA,PConc,Y,9,1,3.0,2.0,1.0,Partial,2,3425.0,40,75.32846715328468,12.460714863903755,258000
RL,9073,IR1,Lvl,Gilbert,1Fam,2006,TA,PConc,Y,8,0,2.0,2.0,1.0,Partial,0,2230.0,35,83.00493273542601,12.128656901032139,185101
RL,7861,IR1,Lvl,Gilbert,1Fam,2003,TA,PConc,Y,7,1,2.0,3.0,1.0,Normal,4,2292.0,30,79.93019197207678,12.118333731222167,183200
RL,9056,IR1,Lvl,Gilbert,1Fam,2004,TA,PConc,Y,6,1,2.0,2.0,1.0,Normal,2,2121.0,40,83.92267798208393,12.089538829274222,178000
RL,9171,IR1,Lvl,Gilbert,1Fam,2005,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,2,2446.0,35,82.37530662305805,12.213495031345811,201490
RL,11194,IR1,Lvl,Gilbert,1Fam,2000,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,6,3342.0,40,68.9706762417714,12.348006141418841,230500
RL,7875,Reg,Lvl,Gilbert,1Fam,2003,TA,PConc,Y,8,1,2.0,2.0,1.0,Normal,3,2292.0,35,78.53403141361257,12.100712129872347,180000
RL,8121,IR1,Lvl,Gilbert,1Fam,2000,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,6,2617.0,30,65.87695834925488,12.05757263721173,172400
RL,8658,IR1,Lvl,Gilbert,1Fam,2000,TA,PConc,Y,9,1,2.0,2.0,1.0,Normal,6,2871.0,30,74.88679902473005,12.2783933071098,215000
RL,11214,IR1,Lvl,Gilbert,1Fam,1999,TA,PConc,Y,10,1,2.0,2.0,1.0,Normal,8,2816.0,35,70.9872159090909,12.205572520488492,199900
RL,10852,IR1,Lvl,Gilbert,1Fam,2000,TA,PConc,Y,7,1,2.0,3.0,1.0,Normal,6,2630.0,30,65.77946768060836,12.061046873479915,173000
RL,8738,IR1,Lvl,Gilbert,1Fam,1999,TA,PConc,Y,8,1,2.0,2.0,1.0,Normal,7,3266.0,35,70.4225352112676,12.345834587905333,230000
RL,9452,Reg,Lvl,NoRidge,1Fam,1998,TA,PConc,Y,7,1,3.0,3.0,1.0,Normal,9,3788.0,40,91.86906019007392,12.759957758756611,348000
RL,9660,IR1,Lvl,NoRidge,1Fam,1998,TA,PConc,Y,7,1,3.0,3.0,1.0,Normal,8,3020.0,40,94.70198675496688,12.56374708980199,286000
RL,9545,Reg,Lvl,NoRidge,1Fam,2000,TA,PConc,Y,7,1,3.0,3.0,1.0,Normal,6,3394.0,40,88.39127872716558,12.611537753638338,300000
RL,9233,IR1,Lvl,NoRidge,1Fam,2000,TA,PConc,Y,9,1,3.0,3.0,1.0,Normal,6,4395.0,45,92.15017064846417,12.911642346088676,405000
RL,12011,IR1,Lvl,NoRidge,1Fam,1998,TA,PConc,Y,7,1,2.0,3.0,1.0,Normal,8,3010.0,40,93.02325581395348,12.542544882151386,280000
RL,12090,Reg,Lvl,NoRidge,1Fam,1998,TA,PConc,Y,10,1,2.0,2.0,1.0,Abnorml,8,3404.0,40,75.79318448883666,12.460714863903755,258000
RL,10019,IR1,Lvl,NoRidge,1Fam,1995,TA,PConc,Y,9,1,3.0,2.0,1.0,Normal,11,4068.0,40,86.03736479842675,12.765688433465597,350000
RL,17242,IR1,Lvl,NoRidge,1Fam,1994,Gd,PConc,Y,11,1,3.0,4.0,1.0,Normal,13,5233.0,45,111.69501242117332,13.27851205989426,584500
RL,10236,IR1,Lvl,NoRidge,1Fam,1995,TA,PConc,Y,9,1,3.0,3.0,1.0,Normal,12,3784.0,40,84.83086680761099,12.679196402112153,321000
RL,10120,Reg,Lvl,NoRidge,1Fam,1994,TA,PConc,Y,8,1,3.0,3.0,1.0,Normal,12,3691.0,40,78.56949336223246,12.577636201962656,290000
RL,12447,IR1,Lvl,Somerst,1Fam,2006,TA,PConc,Y,8,1,2.0,2.0,1.0,Partial,1,3064.0,40,82.24543080939948,12.437184366493561,252000
RL,15218,IR1,Lvl,Somerst,1Fam,2006,TA,PConc,Y,6,1,3.0,3.0,1.0,Partial,0,3340.0,40,100.8443113772455,12.727303942010046,336820
RL,8688,Reg,Lvl,Somerst,1Fam,2005,TA,PConc,Y,7,0,3.0,2.0,0.0,Normal,1,3232.0,35,71.78217821782178,12.354492650648448,232000
RL,10936,Reg,Lvl,Somerst,1Fam,2006,TA,PConc,Y,7,0,2.0,2.0,0.0,Partial,0,3008.0,40,66.15691489361703,12.201060103706629,199000
FV,8640,Reg,Lvl,Somerst,1Fam,2006,TA,PConc,Y,5,0,2.0,2.0,0.0,Partial,0,2556.0,40,77.69953051643192,12.19904803059321,198600
FV,13162,Reg,Lvl,Somerst,1Fam,2006,TA,PConc,Y,11,1,3.0,4.0,1.0,Partial,0,4676.0,45,86.77266894781864,12.91349002080202,405749
FV,11216,Reg,Lvl,Somerst,1Fam,2006,TA,PConc,Y,7,1,2.0,2.0,0.0,Partial,0,2978.0,40,78.10611148421759,12.3570755190667,232600
FV,10728,Reg,Lvl,Somerst,1Fam,2006,TA,PConc,Y,8,1,3.0,2.0,1.0,Partial,0,3034.0,40,87.67303889255109,12.491251587763836,266000
FV,8125,Reg,Lvl,Somerst,1Fam,2006,TA,PConc,Y,6,0,2.0,2.0,1.0,Partial,1,2309.0,35,80.77089649198787,12.136186518066006,186500
FV,8125,Reg,Lvl,Somerst,1Fam,2005,TA,PConc,Y,7,0,2.0,2.0,1.0,Normal,1,2574.0,30,78.02059052059052,12.210189161042013,200825
FV,8125,Reg,Lvl,Somerst,1Fam,2006,TA,PConc,Y,6,0,2.0,2.0,1.0,Partial,0,2346.0,35,83.97271952259165,12.190959007720126,197000
FV,7200,Reg,Lvl,Somerst,1Fam,2006,TA,PConc,Y,5,0,2.0,2.0,0.0,Partial,0,2524.0,30,73.29635499207608,12.128111104060462,185000
FV,7500,Reg,Lvl,Somerst,1Fam,2005,TA,PConc,Y,6,1,2.0,2.0,0.0,Normal,1,2523.0,35,69.7582243361078,12.078239274020289,176000
FV,7200,Reg,Lvl,Somerst,1Fam,2006,TA,PConc,Y,5,1,2.0,3.0,0.0,Partial,0,2594.0,35,72.37856592135698,12.142866569626381,187750
RL,7733,IR1,Lvl,SawyerW,1Fam,2005,TA,PConc,Y,5,0,0.0,1.0,1.0,Normal,1,2284.0,30,61.077057793345006,11.845819880243557,139500
RL,11024,IR1,Lvl,SawyerW,1Fam,2006,TA,PConc,Y,6,0,2.0,2.0,0.0,Partial,1,2800.0,35,66.71428571428571,12.13779380477688,186800
RL,7800,Reg,Lvl,SawyerW,1Fam,2005,TA,PConc,Y,8,0,2.0,2.0,1.0,Normal,1,2577.0,35,71.40085370585953,12.122691036591123,184000
RL,7632,IR1,Lvl,SawyerW,1Fam,2005,TA,PConc,Y,7,0,2.0,2.0,1.0,Normal,1,2369.0,35,78.0498100464331,12.127570417375216,184900
RL,8304,IR1,Lvl,SawyerW,1Fam,1998,TA,PConc,Y,7,0,2.0,2.0,1.0,Normal,9,2778.0,30,67.31461483081354,12.138863895836725,187000
RL,7153,Reg,Lvl,SawyerW,1Fam,1992,Gd,PConc,Y,7,0,2.0,2.0,1.0,Normal,14,2364.0,30,74.4077834179357,12.077670930725649,175900
RL,7175,Reg,Lvl,SawyerW,TwnhsE,1991,TA,PConc,Y,5,0,2.0,3.0,0.0,Normal,16,2796.0,30,61.516452074391985,12.05524975579559,172000
RL,7175,Reg,Lvl,SawyerW,TwnhsE,1991,TA,PConc,Y,5,0,2.0,2.0,0.0,Normal,15,2434.0,30,62.03779786359902,11.925035115797062,151000
RL,9240,IR1,Lvl,Sawyer,1Fam,2002,TA,CBlock,Y,6,1,2.0,1.0,0.0,Normal,44,2075.0,30,69.39759036144578,11.877568578558138,144000
RL,8471,IR1,Lvl,Sawyer,1Fam,1995,TA,CBlock,Y,6,1,2.0,2.0,0.0,Normal,29,1718.0,42,87.8928987194412,11.925035115797062,151000
RL,13052,IR1,Lvl,Sawyer,1Fam,1965,TA,CBlock,Y,5,0,1.0,1.0,1.0,Normal,41,2048.0,30,59.02099609375,11.702512232755595,120875
RL,13526,IR1,Lvl,Sawyer,1Fam,1965,TA,CBlock,Y,5,0,1.0,2.0,0.0,Normal,41,1870.0,30,73.2620320855615,11.827736204810263,137000
RL,6993,Reg,Lvl,Sawyer,1Fam,1994,TA,CBlock,Y,6,1,1.0,1.0,0.0,Normal,45,2148.0,35,62.849162011173185,11.813030057420567,135000
RL,8789,IR1,Lvl,Sawyer,1Fam,1967,TA,CBlock,Y,6,1,1.0,1.0,0.0,Normal,39,1853.0,30,69.72477064220183,11.769116870330638,129200
RL,16059,Reg,Lvl,NoRidge,1Fam,1992,TA,CBlock,Y,9,1,2.0,2.0,1.0,Normal,15,3705.0,40,70.17543859649123,12.468436909997665,260000
RL,14541,IR1,Lvl,NoRidge,1Fam,1993,Gd,PConc,Y,10,1,3.0,3.0,1.0,Abnorml,13,3858.0,56,80.35251425609124,12.644327576461329,310000
RL,13346,IR1,Lvl,NoRidge,1Fam,2000,TA,PConc,Y,9,1,2.0,3.0,1.0,Normal,14,3390.0,35,79.05604719764011,12.498742259492994,268000
FV,3628,Reg,Lvl,Somerst,TwnhsE,2004,TA,PConc,Y,5,1,2.0,1.0,1.0,Normal,2,2286.0,35,77.16535433070867,12.080509422554828,176400
FV,3316,IR1,Lvl,Somerst,TwnhsE,2005,TA,PConc,Y,4,1,2.0,2.0,1.0,Normal,1,2494.0,40,78.98957497995188,12.190959007720126,197000
FV,3180,Reg,Lvl,Somerst,TwnhsE,2005,TA,PConc,Y,4,0,2.0,2.0,1.0,Normal,1,1800.0,35,83.88888888888889,11.925035115797062,151000
FV,2544,Reg,Lvl,Somerst,Twnhs,2005,TA,PConc,Y,4,0,2.0,2.0,1.0,Normal,1,1823.0,35,80.85573230938014,11.900905258737373,147400
FV,2544,Reg,Lvl,Somerst,Twnhs,2005,TA,PConc,Y,4,0,2.0,2.0,1.0,Normal,1,1823.0,35,82.22709818979703,11.917723684090689,149900
FV,3180,Reg,Lvl,Somerst,TwnhsE,2005,TA,PConc,Y,4,0,2.0,2.0,1.0,Abnorml,1,1800.0,35,80.08444444444444,11.87862357740665,144152
FV,2998,Reg,Lvl,Somerst,TwnhsE,2000,TA,PConc,Y,4,0,2.0,2.0,1.0,Normal,6,2280.0,30,72.80701754385964,12.01974306733868,166000
FV,2651,Reg,Lvl,Somerst,Twnhs,2000,TA,PConc,Y,6,0,2.0,3.0,1.0,Normal,6,2055.0,35,80.2919708029197,12.013700752882718,165000
FV,4447,IR1,Lvl,Somerst,TwnhsE,2003,TA,PConc,Y,4,0,2.0,2.0,1.0,Normal,3,1610.0,35,86.33540372670808,11.842229212112828,139000
FV,8314,IR1,Lvl,Somerst,1Fam,1998,TA,PConc,Y,6,1,1.0,2.0,1.0,Normal,9,2263.0,35,88.37825894829872,12.206072645530174,200000
FV,7180,IR1,Lvl,Somerst,1Fam,2002,TA,PConc,Y,6,1,2.0,2.0,0.0,Normal,5,3136.0,40,70.47193877551021,12.30591798049989,221000
RL,10192,IR1,Lvl,NWAmes,1Fam,1992,TA,CBlock,Y,8,1,2.0,3.0,0.0,Normal,38,2490.0,42,68.27309236947791,12.043553716032399,170000
RL,11700,Reg,Lvl,NWAmes,1Fam,1968,TA,CBlock,Y,7,1,2.0,2.0,1.0,Normal,38,2124.0,36,84.69868173258004,12.100156419938624,179900
RL,10400,Reg,Lvl,NWAmes,1Fam,1972,TA,CBlock,Y,8,1,2.0,2.0,2.0,Normal,34,2522.0,30,65.48374306106265,12.014609430818936,165150
RL,10140,Reg,Lvl,NWAmes,1Fam,1967,TA,CBlock,Y,7,0,2.0,3.0,0.0,Normal,39,2668.0,42,61.656671664167916,12.010665849187564,164500
RL,9600,Reg,Lvl,NWAmes,1Fam,1969,TA,CBlock,Y,6,0,2.0,1.0,1.0,Normal,37,2328.0,35,60.13745704467354,11.84939770159144,140000
RL,9750,Reg,Lvl,NAmes,1Fam,1967,TA,PConc,Y,6,0,1.0,2.0,0.0,Normal,39,1960.0,25,69.13265306122449,11.816726919301892,135500
RL,9600,Reg,Lvl,NAmes,1Fam,1968,TA,CBlock,Y,6,0,2.0,2.0,0.0,Normal,38,2102.0,25,67.5547098001903,11.863582336583399,142000
RL,8640,Reg,Lvl,NAmes,1Fam,1968,TA,CBlock,Y,7,0,2.0,2.0,1.0,Normal,38,2670.0,25,58.052434456928836,11.951180395901384,155000
RL,9360,Reg,Lvl,NAmes,1Fam,2004,TA,CBlock,Y,4,1,2.0,2.0,0.0,Abnorml,38,1952.0,42,80.68647540983606,11.967180737247824,157500
RL,8400,Reg,Lvl,NAmes,1Fam,1968,TA,CBlock,Y,5,0,1.0,2.0,1.0,Normal,38,2104.0,25,65.82699619771863,11.83862560460953,138500
RL,8400,Reg,Lvl,NAmes,1Fam,1968,TA,CBlock,Y,6,0,1.0,2.0,0.0,Normal,38,1731.0,30,80.87810514153668,11.84939770159144,140000
RL,9759,IR1,Lvl,NAmes,1Fam,1966,TA,CBlock,Y,6,0,1.0,2.0,0.0,Normal,40,2102.0,25,59.18173168411037,11.731257459287216,124400
RL,9600,Reg,Lvl,NAmes,1Fam,1967,TA,PConc,Y,6,0,1.0,2.0,0.0,Normal,39,2282.0,35,69.23751095530237,11.970350312009105,158000
RL,9230,Reg,Lvl,NAmes,1Fam,1998,TA,CBlock,Y,6,0,2.0,2.0,1.0,Normal,41,2064.0,40,70.73643410852713,11.891361900690473,146000
RL,14803,IR1,Lvl,NWAmes,1Fam,1971,TA,CBlock,Y,8,1,2.0,2.0,1.0,Normal,35,2818.0,30,67.4237047551455,12.154779351142624,190000
RL,10659,IR1,Lvl,NAmes,1Fam,1961,TA,CBlock,Y,6,0,1.0,2.0,0.0,Normal,45,2100.0,30,65.0,11.824079893607152,136500
RL,9100,Reg,Lvl,NAmes,1Fam,1958,TA,CBlock,Y,5,0,2.0,2.0,0.0,Normal,48,1728.0,25,75.17361111111111,11.77452020265869,129900
RL,8800,Reg,Lvl,NAmes,1Fam,1964,TA,CBlock,Y,6,2,1.0,2.0,0.0,Normal,42,2502.0,36,63.948840927258196,11.982929094215963,160000
RL,10368,IR1,Lvl,NAmes,1Fam,1964,TA,CBlock,Y,7,1,2.0,2.0,1.0,Normal,42,2496.0,36,66.90705128205128,12.025749091398891,167000
RL,9350,Reg,Lvl,NAmes,1Fam,1964,TA,CBlock,Y,7,1,2.0,1.0,1.0,Normal,42,2160.0,30,72.91666666666667,11.967180737247824,157500
RL,10800,Reg,Lvl,NAmes,1Fam,1960,TA,CBlock,Y,6,0,1.0,2.0,0.0,Normal,46,2496.0,35,60.69711538461539,11.928340903931561,151500
RL,8550,Reg,Lvl,NAmes,1Fam,1950,TA,CBlock,Y,4,1,1.0,2.0,0.0,Normal,72,1632.0,48,79.5343137254902,11.773750083252127,129800
RL,11425,IR1,Lvl,NAmes,1Fam,1954,TA,CBlock,Y,4,1,1.0,1.0,0.0,Normal,52,2016.0,30,67.9563492063492,11.827736204810263,137000
RL,9724,Reg,Lvl,NAmes,1Fam,1950,TA,CBlock,Y,5,1,1.0,1.0,0.0,Normal,59,1981.0,35,69.15699141847551,11.827736204810263,137000
RL,4712,IR1,Lvl,BrkSide,1Fam,1950,TA,CBlock,Y,5,0,1.0,2.0,1.0,Abnorml,60,1977.0,28,61.50733434496712,11.708492248514204,121600
RL,5900,IR1,Bnk,BrkSide,1Fam,1958,TA,PConc,Y,4,0,0.0,1.0,0.0,Normal,83,1309.0,28,65.3170359052712,11.356271654924852,85500
RL,5825,IR1,Lvl,BrkSide,1Fam,1953,Gd,PConc,Y,5,0,2.0,1.0,0.0,Normal,80,1347.0,20,59.3170007423905,11.288531131754366,79900
RL,7438,IR1,Lvl,BrkSide,1Fam,1991,TA,PConc,Y,5,0,2.0,1.0,0.0,Normal,98,1756.0,40,72.32346241457859,11.751942365440728,127000
RL,9600,Reg,Lvl,NAmes,1Fam,1990,TA,CBlock,Y,7,1,2.0,2.0,0.0,Normal,45,2684.0,30,59.98509687034277,11.9891596439666,161000
RL,10858,Reg,Lvl,NAmes,1Fam,1952,Gd,CBlock,Y,6,1,1.0,2.0,0.0,Partial,54,3068.0,30,47.750977835723596,11.894780707439258,146500
RL,9600,Reg,Lvl,NAmes,1Fam,1951,TA,CBlock,Y,7,0,1.0,2.0,0.0,Normal,55,2272.0,25,59.41901408450704,11.813030057420567,135000
RL,9490,Reg,Lvl,NAmes,1Fam,1950,TA,CBlock,Y,5,2,1.0,2.0,0.0,Normal,65,2384.0,42,55.788590604026844,11.79810440720389,133000
RL,9462,Reg,Lvl,NAmes,1Fam,1973,TA,CBlock,Y,7,1,1.0,1.0,1.0,Normal,57,2432.0,30,56.33223684210526,11.827736204810263,137000
RL,9888,Reg,Lvl,NAmes,1Fam,1975,Gd,CBlock,Y,5,0,1.0,1.0,0.0,Normal,52,1872.0,30,64.63675213675214,11.703545824578878,121000
RL,8917,IR1,Lvl,NAmes,Duplex,1967,TA,CBlock,Y,8,0,2.0,2.0,0.0,Normal,39,3168.0,25,37.563131313131315,11.686878772093667,119000
RL,12700,IR1,Lvl,NAmes,1Fam,1964,TA,CBlock,Y,6,2,2.0,2.0,0.0,Normal,42,2492.0,30,69.02086677367576,12.05524975579559,172000
RL,14200,Reg,Lvl,NAmes,1Fam,1966,TA,CBlock,Y,8,2,2.0,2.0,1.0,Normal,40,3081.0,42,73.35280753002272,12.328290278254423,226000
RL,25419,Reg,Lvl,NAmes,1Fam,1990,Gd,PConc,Y,8,1,2.0,3.0,1.0,Abnorml,88,4472.0,32,52.54919499105546,12.367340793126296,235000
RL,9723,IR1,Lvl,NAmes,1Fam,1963,TA,CBlock,Y,5,0,2.0,1.0,0.0,Normal,43,2016.0,42,66.96428571428571,11.813030057420567,135000
RL,7728,Reg,Lvl,NAmes,Duplex,1962,TA,CBlock,Y,6,0,2.0,2.0,0.0,Normal,44,2296.0,30,57.70905923344948,11.794337924408413,132500
RL,8163,Reg,Lvl,NAmes,1Fam,1959,Gd,CBlock,Y,6,1,1.0,2.0,0.0,Normal,47,2288.0,30,62.5,11.870599909242044,143000
RL,8400,Reg,Lvl,NAmes,1Fam,1957,TA,CBlock,Y,6,1,1.0,1.0,1.0,Normal,49,2543.0,25,51.907196224931184,11.790557201568507,132000
RL,11600,Reg,Lvl,NAmes,1Fam,1960,TA,CBlock,Y,7,0,1.0,1.0,1.0,Normal,46,2766.0,30,52.51265365148228,11.886211674714158,145250
RL,9610,IR1,Lvl,NAmes,1Fam,1958,TA,CBlock,Y,7,1,2.0,1.0,1.0,Normal,48,2457.0,36,65.93406593406593,11.99535161421452,162000
RL,10000,Reg,Lvl,NAmes,1Fam,1956,TA,CBlock,Y,6,1,1.0,2.0,0.0,Normal,50,2428.0,30,60.95551894563427,11.904967552746252,148000
