SID,PID,SubClass,Zoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,RoofStyle,RoofMat,Exterior1,Exterior2,MasVnrType,MasVnrArea,ExterQual,Foundation,TotalBsmtSF,Heating,Electrical,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,LogSalePrice,HouseAge1,HouseAge2,WeatherControl,TotalBath,GarageIndex
2071,905228020,20,RL,,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Fa,Slab,0.0,GasA,FuseA,998,3,3,5,Min2,0,,2.0,460.0,Y,0,0,140,0,0,0,,,,0,WD ,Normal,89500,11.401993904262946,62,57,2,1.0,2.5
2073,905352010,20,RL,,11075,Pave,,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,136.0,TA,PConc,1190.0,GasA,SBrkr,1522,3,3,7,Typ,1,TA,2.0,552.0,Y,0,77,0,0,168,0,,GdPrv,,0,WD ,Normal,182000,12.111761966058932,23,23,8,2.0,3.0
2074,905352180,60,RL,97.0,10029,Pave,,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,Gd,PConc,1151.0,GasA,SBrkr,2060,4,3,8,Typ,1,TA,2.0,521.0,Y,0,228,0,0,192,0,,,,0,WD ,Normal,211000,12.259613412458204,19,18,4,4.0,3.0
2075,905376090,20,RL,,17541,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,CBlock,409.0,GasA,SBrkr,1325,3,4,6,Typ,1,TA,2.0,576.0,Y,0,42,0,0,0,0,,,,0,WD ,Normal,216000,12.283033686666302,59,2,8,2.0,3.0
2076,905377020,20,RL,,22692,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,CBlock,1073.0,GasA,SBrkr,1630,3,3,6,Mod,1,TA,2.0,649.0,P,0,64,0,0,0,0,,,,0,COD,Normal,130000,11.77528972943772,54,54,4,2.0,3.0
2077,905377050,20,RL,84.0,17808,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,CBlock,484.0,GasA,SBrkr,1242,2,3,4,Mod,0,,1.0,336.0,N,0,0,0,0,0,0,,,,0,WD ,Normal,109900,11.607326140391713,61,57,2,1.0,3.0
2078,905401020,20,RL,102.0,12671,Pave,,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,Hip,CompShg,MetalSd,MetalSd,Stone,300.0,TA,CBlock,1288.0,GasA,SBrkr,2422,4,4,6,Min2,2,Gd,2.0,527.0,Y,0,63,0,0,144,0,,,,0,WD ,Normal,255000,12.449018824140563,53,13,8,3.0,3.0
2079,905426010,20,RL,84.0,12615,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,CBlock,1202.0,GasA,SBrkr,2158,4,4,7,Typ,1,Gd,2.0,576.0,Y,0,29,39,0,0,0,,MnPrv,,0,WD ,Normal,243000,12.400816722322686,57,6,4,3.0,3.0
2080,905451390,50,RL,70.0,10512,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,CBlock,988.0,GasA,SBrkr,1626,3,4,6,Typ,0,,1.0,332.0,Y,366,0,0,0,0,0,,,,0,WD ,Normal,154000,11.944707881395766,53,53,8,2.0,3.0
2081,905475270,20,RL,60.0,5400,Pave,,Reg,HLS,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,CBlock,864.0,GasA,SBrkr,864,3,3,6,Typ,0,,1.0,399.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,118000,11.678439903447801,49,49,4,2.0,3.0
2082,905475520,30,RL,,11515,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Slab,0.0,GasA,SBrkr,943,3,4,5,Min2,0,,1.0,308.0,N,0,0,60,0,0,0,,,,0,WD ,Normal,80000,11.289781913656018,49,13,2,1.0,3.0
2084,905476170,30,RL,58.0,9098,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,BrkTil,528.0,GasA,SBrkr,605,2,3,5,Typ,0,,0.0,0.0,N,0,0,144,0,0,0,,,,0,WD ,Normal,86000,11.362102575235644,87,5,8,2.0,
2086,905478140,20,RL,58.0,9280,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,CBlock,1342.0,GasA,SBrkr,1342,4,3,7,Typ,0,,1.0,256.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,125000,11.736069016284437,56,56,8,2.0,3.0
2087,905478220,50,RL,60.0,11100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,PConc,1080.0,GasA,SBrkr,1480,4,3,7,Typ,1,Gd,1.0,253.0,Y,0,0,68,0,0,0,,,,0,WD ,Normal,136500,11.824079893607152,56,13,2,2.0,3.0
2088,905480090,50,RL,50.0,7550,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,Gambrel,CompShg,MetalSd,MetalSd,,0.0,Fa,BrkTil,951.0,GasW,SBrkr,1362,4,3,7,Typ,0,,1.0,280.0,P,0,0,0,0,0,0,,MnPrv,,0,WD ,Normal,96000,11.472103470449973,87,57,1,2.0,2.5
2089,905480180,20,RL,60.0,9060,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98.0,TA,PConc,0.0,GasA,SBrkr,1340,3,3,7,Typ,1,Gd,1.0,252.0,Y,116,0,0,180,0,0,,MnPrv,,0,WD ,Normal,120000,11.695247021764184,50,1,8,1.0,3.0
2091,906201022,20,RL,114.0,10357,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,Hip,CompShg,HdBoard,HdBoard,,0.0,Gd,PConc,910.0,GasA,SBrkr,1442,3,4,6,Typ,1,TA,2.0,719.0,Y,0,244,0,0,0,0,,,,0,WD ,Normal,179900,12.100156419938624,17,16,6,3.0,3.0
2092,906201023,60,RL,116.0,13474,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,Gd,CBlock,700.0,GasA,SBrkr,2243,4,4,8,Typ,1,TA,3.0,746.0,Y,127,44,224,0,0,0,,,,0,WD ,Normal,225000,12.323855681186558,17,16,6,4.0,3.0
2093,906201200,60,RL,86.0,10380,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,Gd,CBlock,1502.0,GasA,SBrkr,2730,4,4,8,Typ,1,TA,2.0,576.0,Y,201,96,0,0,0,0,,MnPrv,,0,WD ,Normal,301000,12.614865543731012,21,20,8,4.0,3.0
2094,906203140,60,RL,103.0,13125,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,PConc,1104.0,GasA,SBrkr,2127,4,4,8,Typ,1,TA,3.0,833.0,Y,72,192,224,0,0,0,,GdPrv,,0,WD ,Normal,238000,12.380025952653611,16,16,8,4.0,3.0
2095,906204140,60,RL,82.0,11287,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,Gd,CBlock,807.0,GasA,SBrkr,1982,3,4,7,Typ,1,TA,2.0,575.0,Y,0,84,0,196,0,0,,,,0,WD ,Normal,228500,12.339291489316397,18,18,6,3.0,3.0
2096,906223040,60,RL,75.0,9317,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,779.0,GasA,SBrkr,1958,3,4,7,Typ,1,TA,2.0,499.0,Y,202,93,0,0,0,0,,,,0,CWD,Normal,220000,12.301382825334498,13,6,8,4.0,3.0
2107,906380160,20,RL,74.0,8556,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,1240.0,GasA,SBrkr,1240,2,4,5,Typ,0,,3.0,826.0,Y,140,93,0,0,0,0,,,,0,WD ,Normal,194000,12.175613438045465,1,1,8,2.0,3.0
2109,906382020,20,RL,75.0,11750,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,204.0,Gd,PConc,1546.0,GasA,SBrkr,1546,3,4,7,Typ,0,,3.0,796.0,Y,144,42,0,0,0,0,,,,0,WD ,Normal,217000,12.287652632522597,2,1,8,2.0,3.0
2110,906382060,20,RL,73.0,8760,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,132.0,Gd,PConc,1489.0,GasA,SBrkr,1500,3,4,7,Typ,1,Gd,2.0,674.0,Y,144,38,0,0,0,0,,,,0,WD ,Normal,212999,12.26904274984486,1,1,8,2.0,3.0
2111,906392080,20,RL,64.0,7242,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,1270.0,GasA,SBrkr,1270,2,4,6,Typ,0,,2.0,524.0,Y,0,96,0,0,0,0,,,,0,WD ,Normal,175900,12.077670930725649,2,1,8,2.0,3.0
2112,906394020,60,RL,78.0,9316,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,879.0,GasA,SBrkr,1795,3,4,7,Typ,0,,2.0,578.0,Y,164,111,0,0,0,0,,,,0,WD ,Normal,191000,12.160028707028767,2,1,8,3.0,3.0
2113,906394050,20,RL,78.0,9317,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,1314.0,GasA,SBrkr,1314,3,4,6,Typ,1,Gd,2.0,440.0,Y,0,22,0,0,0,0,,,,0,WD ,Normal,176432,12.08069081199846,1,1,6,2.0,3.0
2114,906402070,60,RL,,14364,Pave,,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,Gd,CBlock,1157.0,GasA,SBrkr,2062,3,3,7,Typ,1,Gd,2.0,454.0,Y,60,55,0,0,154,0,,,,0,WD ,Normal,277000,12.531772785169476,19,18,8,4.0,3.0
2115,906403060,60,RL,,8883,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,Gd,PConc,929.0,GasA,SBrkr,1873,3,4,7,Typ,1,TA,2.0,619.0,Y,108,48,0,0,144,0,,GdPrv,,0,WD ,Normal,207000,12.240474072247506,19,19,8,4.0,3.0
2118,906475110,60,RL,,12205,Pave,,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,CBlock,832.0,GasA,SBrkr,2087,5,4,9,Typ,0,,2.0,444.0,Y,133,168,0,0,0,0,,,,0,WD ,Normal,187500,12.141534124392603,41,0,6,3.0,3.0
2119,906475170,20,RL,155.0,20064,Pave,,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,8,Shed,WdShngl,Wd Sdng,Wd Sdng,,0.0,Gd,CBlock,966.0,GasA,SBrkr,1743,0,4,5,Typ,2,Fa,2.0,529.0,Y,646,0,0,0,0,0,,,,0,WD ,Normal,279000,12.538967060803502,31,31,8,3.0,3.0
2121,907125120,20,RL,65.0,8775,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,PConc,990.0,GasA,SBrkr,990,3,3,5,Typ,0,,1.0,299.0,Y,0,64,0,0,0,0,,,,0,WD ,Normal,126000,11.744037185933616,13,13,6,1.0,3.0
2123,907131060,60,RL,57.0,10021,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,PConc,635.0,GasA,SBrkr,1308,3,4,6,Typ,0,,2.0,497.0,Y,142,54,0,0,0,0,,,,0,WD ,Normal,175000,12.072541252905651,10,1,8,4.0,3.0
2124,907131120,60,RL,,9531,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,PConc,794.0,GasA,SBrkr,1796,3,3,7,Typ,0,,2.0,546.0,Y,0,36,0,0,0,0,,MnPrv,,0,WD ,Normal,211000,12.259613412458204,9,9,8,4.0,3.0
2127,907135180,20,RL,60.0,8070,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,PConc,990.0,GasA,SBrkr,990,3,3,5,Typ,0,,0.0,0.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,123600,11.724805824005728,13,12,8,2.0,
2128,907180040,60,RL,69.0,9337,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,PConc,824.0,GasA,SBrkr,1786,3,4,7,Typ,0,,2.0,684.0,Y,0,162,0,0,0,0,,,,0,WD ,Normal,204750,12.229545001715316,10,10,8,4.0,3.0
2131,907192020,60,RL,68.0,9543,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,845.0,GasA,SBrkr,1690,3,4,7,Typ,0,,2.0,517.0,Y,0,103,0,0,0,0,,,,0,WD ,Normal,190550,12.157669906302006,6,6,8,3.0,3.0
2132,907192040,60,RL,,8826,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,PConc,985.0,GasA,SBrkr,1842,3,4,7,Typ,1,TA,2.0,486.0,Y,193,96,0,0,0,0,,,,0,WD ,Normal,217500,12.289954129510877,7,7,8,4.0,3.0
2133,907192120,20,RL,72.0,10665,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,PConc,1453.0,GasA,SBrkr,1479,3,4,7,Typ,0,,2.0,558.0,Y,144,29,0,0,0,0,,,,0,WD ,Normal,226000,12.328290278254423,4,4,8,3.0,3.0
2134,907192150,60,RL,72.0,11317,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,Gd,PConc,840.0,GasA,SBrkr,1668,3,4,8,Typ,0,,2.0,500.0,Y,144,68,0,0,0,0,,,,0,WD ,Normal,180000,12.100712129872347,4,4,8,3.0,3.0
2136,907200190,80,RL,59.0,8660,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,TA,CBlock,1015.0,GasA,SBrkr,1025,3,3,6,Typ,1,Fa,2.0,370.0,Y,127,0,0,0,0,0,,,,0,WD ,Normal,153500,11.941455846009388,31,31,4,2.0,3.0
2137,907200250,80,RL,72.0,9720,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,Gable,CompShg,Plywood,VinylSd,BrkFace,51.0,TA,CBlock,995.0,GasA,SBrkr,1009,3,3,6,Typ,1,Fa,2.0,576.0,Y,0,0,0,0,0,0,,MnPrv,,0,WD ,Normal,160000,11.982929094215963,30,30,4,2.0,3.0
2138,907200270,20,RL,45.0,8982,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,CBlock,1040.0,GasA,SBrkr,1040,3,3,5,Typ,0,,2.0,748.0,Y,0,0,0,0,0,0,,MnPrv,,0,WD ,Normal,134900,11.812289042195847,30,30,4,2.0,3.0
2139,907202100,20,RL,39.0,16300,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,CBlock,876.0,GasA,SBrkr,907,3,3,5,Typ,0,,1.0,308.0,Y,0,0,0,0,0,0,,MnPrv,,0,WD ,Normal,130000,11.77528972943772,30,30,4,2.0,3.0
2140,907202220,20,RL,75.0,9675,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,CBlock,864.0,GasA,SBrkr,879,3,3,5,Typ,0,,2.0,440.0,Y,0,80,0,0,0,0,,,,0,Con,Normal,120000,11.695247021764184,32,32,4,1.0,3.0
2141,907203060,20,RL,70.0,7700,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,CBlock,882.0,GasA,SBrkr,882,3,3,5,Typ,0,,2.0,461.0,Y,96,0,0,0,0,0,,MnPrv,,0,WD ,Normal,112500,11.630708500626612,35,35,4,2.0,3.0
2142,907203110,20,RL,120.0,10356,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,CBlock,969.0,GasA,SBrkr,969,3,3,5,Typ,0,,2.0,440.0,Y,0,0,0,0,0,0,,MnPrv,,0,WD ,Normal,122000,11.711776323715394,32,32,4,2.0,3.0
2143,907227060,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,CBlock,864.0,GasA,SBrkr,864,3,5,5,Typ,0,,2.0,576.0,Y,155,0,0,0,0,0,,,,0,WD ,Normal,127000,11.751942365440728,35,7,6,2.0,4.5
2144,907227100,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,Gable,CompShg,Plywood,Plywood,,0.0,TA,CBlock,385.0,GasA,SBrkr,875,3,4,5,Typ,0,,2.0,728.0,Y,352,0,0,0,0,0,,,,0,WD ,Normal,117000,11.669929213779893,35,1,6,1.0,3.0
2145,907250050,20,RL,80.0,10386,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,Gd,PConc,2000.0,GasA,SBrkr,2000,3,4,8,Typ,0,,3.0,888.0,Y,168,0,0,0,0,0,,,,0,WD ,Normal,305900,12.631013530138995,3,2,8,3.0,3.0
2146,907252020,60,RL,,9375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,149.0,Gd,PConc,1284.0,GasA,SBrkr,2169,3,4,7,Typ,1,Gd,2.0,647.0,Y,192,87,0,0,0,0,,,,0,WD ,Normal,228500,12.339291489316397,5,5,8,3.0,3.0
2147,907252190,20,RL,,11354,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,1673.0,GasA,SBrkr,1673,3,4,7,Typ,1,TA,2.0,583.0,Y,306,113,0,0,116,0,,,,0,WD ,Normal,270000,12.506177237980511,7,7,8,3.0,3.0
2148,907260040,20,RL,70.0,8749,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,Gd,PConc,1459.0,GasA,SBrkr,1459,3,4,6,Typ,1,Gd,2.0,527.0,Y,192,39,0,0,0,0,,,,0,WD ,Normal,192000,12.165250651009918,5,5,8,2.0,3.0
2149,907260050,60,RL,70.0,8749,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,979.0,GasA,SBrkr,1932,3,4,7,Typ,1,Gd,2.0,610.0,Y,0,120,0,0,0,0,,,,0,WD ,Normal,213000,12.269047444691562,4,4,8,4.0,3.0
2150,907262020,60,RL,65.0,8158,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,214.0,Gd,PConc,860.0,GasA,SBrkr,1729,3,4,7,Typ,0,,2.0,542.0,Y,386,63,0,0,0,0,,,,0,WD ,Normal,200000,12.206072645530174,5,5,8,3.0,3.0
2152,907275080,20,RL,73.0,11927,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,Hip,CompShg,HdBoard,HdBoard,BrkFace,519.0,Gd,PConc,1556.0,GasA,SBrkr,1592,3,4,7,Typ,1,TA,2.0,484.0,Y,120,35,0,0,0,0,,,,0,WD ,Normal,228000,12.337100907936577,13,12,8,2.0,3.0
2153,907275150,60,RL,,12728,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,256.0,Gd,PConc,1531.0,GasA,SBrkr,2439,4,4,7,Typ,1,TA,2.0,560.0,Y,184,121,0,0,0,0,,,,0,WD ,Normal,275000,12.524526376648708,6,6,8,4.0,3.0
2155,907280100,20,RL,90.0,11248,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,Gd,PConc,1626.0,GasA,SBrkr,1668,3,4,7,Typ,1,TA,3.0,702.0,Y,257,45,0,0,0,0,,,,0,WD ,Normal,285000,12.560244459250788,5,5,8,3.0,3.0
2156,907285040,60,RL,80.0,10000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,438.0,Gd,PConc,1220.0,GasA,SBrkr,2090,3,4,8,Typ,1,TA,2.0,556.0,Y,0,65,0,0,0,0,,,,0,WD ,Normal,240000,12.388394202324129,12,11,8,4.0,3.0
2159,907401060,60,RL,65.0,8200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,847.0,GasA,SBrkr,1928,4,4,8,Typ,1,Gd,2.0,434.0,Y,100,48,0,0,0,0,,,,0,WD ,Normal,219500,12.299107511497363,4,3,8,3.0,3.0
2160,907405130,20,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,1337.0,GasA,SBrkr,1337,3,4,6,Typ,0,,2.0,531.0,Y,0,39,0,0,0,0,,,,0,WD ,Normal,185000,12.128111104060462,4,4,8,3.0,3.0
2162,907410050,60,RL,79.0,9245,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,939.0,GasA,SBrkr,1797,3,4,8,Typ,0,,2.0,639.0,Y,144,53,0,0,0,0,,,,0,WD ,Normal,213500,12.271392111650817,1,1,8,3.0,3.0
2163,907414060,20,RL,63.0,8500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,106.0,Gd,PConc,1422.0,GasA,SBrkr,1422,3,4,7,Typ,0,,2.0,626.0,Y,192,60,0,0,0,0,,,,0,WD ,Normal,179600,12.098487434850236,3,3,8,2.0,3.0
2164,907414070,20,RL,65.0,8769,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,1169.0,GasA,SBrkr,1190,2,4,5,Typ,0,,2.0,578.0,Y,100,41,0,0,0,0,,,,0,WD ,Normal,173500,12.063932878369052,2,2,8,3.0,3.0
2166,907420060,60,RL,64.0,8333,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,738.0,GasA,SBrkr,1491,3,4,7,Typ,1,Gd,2.0,484.0,Y,100,30,0,0,0,0,,,,0,WD ,Normal,168675,12.035729065495627,1,1,6,3.0,3.0
2167,907420110,60,RL,64.0,9045,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,768.0,GasA,SBrkr,1536,3,4,6,Typ,0,,2.0,400.0,Y,0,40,0,0,0,0,,,,0,WD ,Normal,167000,12.025749091398891,2,2,8,3.0,3.0
